full_text,Label,predicted_label
"['kirim', 'nayla']",NoBully,NoBully
"['perkara', 'jidat', 'doang', 'sekarang', 'offside', 'bangsat']",NoBully,NoBully
"['bangsat', 'akun', 'jahanam', 'gw', 'gk', 'keprivate']",NoBully,NoBully
"['salting', 'bgt', 'bangsat', 'liat', 'jenselle']",NoBully,NoBully
"['aduh', 'richard', 'bangsat', 'puyeng', 'gua', 'liat', 'mentab']",NoBully,NoBully
"['gue', 'gemeteran', 'bgt', 'bangsat', 'myhearttttwhwtsgara']",NoBully,NoBully
"['demi', 'allah', 'umam', 'cakep', 'banget', 'bangsat']",NoBully,NoBully
"['dia', 'bahagia', 'bangsat']",NoBully,NoBully
"['bangsat', 'awoakwokaowk', 'abang']",NoBully,NoBully
"['gue', 'belum', 'ngapangapain', 'untuk', 'ekskul', 'jurnal', 'sama', 'dpg', 'anjing', 'kenapa', 'dibulan', 'yang', 'sama', 'sih', 'bangsat']",NoBully,NoBully
"['org', 'org', 'sekarang', 'kalo', 'ga', 'caper', 'ga', 'makan', 'cok', 'hahaha', 'sok', 'iye', 'bgt', 'tai', 'najis', 'gue', 'liatnya', 'bangsat', 'sakit', 'jiwa']",NoBully,NoBully
"['bangsat', 'taeyong', 'please']",NoBully,NoBully
"['anjir', 'kenapa', 'sih', 'cok', 'hari', 'ini', 'banyak', 'hal', 'yang', 'bikin', 'gue', 'kesel', 'sesimple', 'mau', 'main', 'game', 'aja', 'gabisa', 'bisa', 'bangsat']",NoBully,NoBully
"['o', 'sialan', 'gua', 'harus', 'baca', 'kali', 'baru', 'ngerti', 'bangsat']",NoBully,NoBully
"['bangsat', 'seunghan', 'doyoung', 'anjir', 'ya', 'tuhan']",NoBully,NoBully
"['jancok', 'wes', 'kecewa', 'ditambahi', 'kaos', 'ilang', 'bangsat']",NoBully,NoBully
['bangsat'],NoBully,NoBully
['bangsat'],NoBully,NoBully
"['klo', 'di', 'rmh', 'butuh', 'sesuatu', 'blg', 'ke', 'gue', 'si', 'sulung', 'kurg', 'biaya', 'kuliah', 'bilang', 'ke', 'gue', 'si', 'bungsu', 'ada', 'butuh', 'sesuatu', 'blgnya', 'ke', 'gue', 'jarang', 'bhkn', 'gapernh', 'kayknya', 'mnta', 'ke', 'org', 'tua', 'wkwk', 'di', 'rmh', 'ada', 'cicilan', 'yg', 'blm', 'dibyr', 'blgny', 'ke', 'gue', 'cape', 'bangsat', 'wkwk', 'bukannya', 'ga', 'ikhlas', 'tp', 'ya', 'tolong', 'ngertiin']",NoBully,NoBully
"['pembuangan', 'terlalu', 'lancar', 'bangsat']",NoBully,NoBully
"['kepsek', 'dan', 'gurunya', 'anjing', 'sekarang', 'dokternya', 'ikutan', 'anjing', 'gila', 'ya', 'gak', 'ada', 'satupun', 'peduli', 'sama', 'keluarga', 'korban', 'mereka', 'miskin', 'tapi', 'bukan', 'untuk', 'jadi', 'mainan', 'hukum', 'bangsat', 'kalian', 'semua']",NoBully,NoBully
"['bangsat', 'nge', 'wink', 'segala', 'lu']",NoBully,NoBully
"['suruh', 'beli', 'kok', 'maksa', 'bgt', 'bangsat']",NoBully,NoBully
"['bangsat', 'joy', 'cakep', 'banget', 'anjing']",NoBully,NoBully
"['balesannya', 'nyebelin', 'banget', 'bangsat']",NoBully,NoBully
"['si', 'bangsat']",NoBully,NoBully
"['cewe', 'anjing', 'gatel', 'banget', 'lo', 'bangsat']",NoBully,NoBully
"['gini', 'gini', 'ini', 'statemen', 'hasil', 'pemeriksaannya', 'ada', 'benernya', 'tapi', 'bangsat', 'logika', 'buat', 'menusuk', 'mata', 'itu', 'memang', 'gaperlu', 'ada', 'saling', 'tonjok', 'dulu', 'deh', 'setau', 'gw', 'gaperlu', 'ada', 'adu', 'body', 'atau', 'smackdown', 'tinggal', 'pegang', 'palanya', 'colok', 'matanya', 'matanya', 'buta', 'amp', 'gak', 'ada', 'bekas', 'kekerasan']",NoBully,NoBully
"['anjing', 'anjing', 'anjing', 'bangsat']",NoBully,NoBully
['bangsat'],NoBully,NoBully
"['alah', 'lucu', 'banget', 'bangsat']",NoBully,NoBully
"['bangsat', 'itu', 'yg', 'open', 'bo', 'minggat', 'dulu', 'sana', 'gue', 'mau', 'lihat', 'berita', 'ketutup', 'sama', 'foto', 'jelek', 'lo', 'anjing', 'jancok']",Bully,Bully
"['anton', 'bangsat', 'good', 'flow', 'banget', 'pdkt', 'lu', 'thanks', 'ya', 'bikin', 'iri', 'aja']",NoBully,NoBully
"['real', 'gue', 'kemaren', 'sampe', 'nunggu', 'lama', 'di', 'ayam', 'kremes', 'watu', 'gong', 'gegara', 'banyak', 'orang', 'gatau', 'diri', 'yang', 'abis', 'makan', 'malah', 'nongkrong', 'sebat', 'bangsat']",NoBully,NoBully
"['menang', 'bangsat']",NoBully,NoBully
"['gw', 'mikirin', 'mukanya', 'aja', 'senyum', 'sendiri', 'bangsat']",NoBully,NoBully
"['lagi', 'fgd', 'nangis', 'anj', 'ga', 'masuk', 'akal', 'bangsat']",NoBully,NoBully
"['surprise', 'banget', 'bangsat', 'gw', 'nangis']",NoBully,NoBully
['lfg'],NoBully,NoBully
"['bangsat', 'ngakakka', 'baju', 'abang', 'kasirnyaayaaallah', 'bisanya', 'ada', 'kejadian', 'cocoklogi']",NoBully,NoBully
"['bangsat', 'otak', 'lu', 'kotor']",NoBully,NoBully
"['bangsat', 'kenapa', 'pas', 'malam', 'minggu', 'sepi', 'wkwk', 'pas', 'acara', 'kemarin', 'tiba', 'rame']",NoBully,NoBully
['bangsat'],NoBully,NoBully
"['bangsat', 'bikin', 'ga', 'mood', 'anjing', 'udah', 'syukur', 'dibantuin', 'malah', 'egois']",NoBully,NoBully
"['haechan', 'bangsat', 'love', 'u']",NoBully,NoBully
"['it', 'time', 'to', 'say', 'anjing', 'bangsat']",NoBully,NoBully
"['ah', 'lu', 'mah', 'nambah', 'nambah', 'masalah', 'aja', 'anjir', 'nanti', 'juga', 'ujung', 'ujungnya', 'pastu', 'ad', 'yg', 'bawa', 'bawa', 'gi', 'ni', 'tai', 'lah', 'bangsat']",NoBully,NoBully
"['bangsat', 'kenpa', 'mark', 'le', 'ganteng', 'banget', 'sialan', 'wksishshhs', 'menyesaaaal', 'tidak', 'membeli', 'tikeeeet']",NoBully,NoBully
"['bangsat', 'geek', 'wkwkwk', 'mending', 'dewa', 'liat', 'wat', 'maen', 'm']",NoBully,NoBully
"['gada', 'hati', 'bgt', 'lo', 'semua', 'bangsat']",NoBully,NoBully
['bangsat'],NoBully,NoBully
"['waktunya', 'kt', 'bermusuhan', 'bangsat']",NoBully,NoBully
"['bangsat', 'cakep', 'banget']",NoBully,NoBully
"['garagan', 'purak', 'sedih', 'bangsat']",NoBully,NoBully
"['ogah', 'bgt', 'bangsat', 'huek', 'anjg', 'bayanginnya', 'pun', 'gue', 'mual', 'bau', 'bangke']",NoBully,NoBully
"['bangsat', 'lemonade', 'bjir']",NoBully,NoBully
"['kadang', 'geli', 'kadang', 'males', 'balas', 'kadang', 'bosan', 'kadang', 'salting', 'juga', 'bangsat']",NoBully,NoBully
"['bangsat', 'anjing']",NoBully,NoBully
"['bangsat', 'bisa', 'bisanya', 'masak', 'ikan', 'kiko']",NoBully,NoBully
['bangsat'],NoBully,NoBully
['bangsat'],NoBully,NoBully
"['santai', 'smtown', 'doang', 'halah', 'smtown', 'doang', 'elah', 'anjing', 'jisung', 'ke', 'indo', 'woy', 'santai', 'darimana', 'bangsat']",NoBully,NoBully
"['enyah', 'kalian', 'ac', 'tnte', 'grang', 'ganggu', 'banget', 'bangsat']",NoBully,NoBully
"['gua', 'amalan', 'tapi', 'bokap', 'tetep', 'selingkuh', 'bangsat']",NoBully,NoBully
"['dustin', 'bangsat']",NoBully,NoBully
"['lagi', 'dan', 'lagi', 'dasar', 'bejad']",Bully,Bully
"['bejad', 'sukuna', 'meskipun', 'ganteng', 'tapi', 'bunuh', 'dukun', 'terbaik', 'sedunia', 'rest', 'in', 'peace', 'gojo']",NoBully,NoBully
"['malam', 'yg', 'bejad']",NoBully,NoBully
"['maaf', 'ka', 'sepertinya', 'memang', 'aku', 'ada', 'jodohnya', 'disitu', 'tapi', 'aku', 'gamau', 'itu', 'himpunan', 'lelaki', 'bejad']",Bully,Bully
"['cok', 'bejad', 'arek', 'iki']",Bully,Bully
"['yaallah', 'jadwal', 'sidang', 'upn', 'makin', 'gajelas', 'gua', 'makin', 'dag', 'dig', 'dug', 'sendiri', 'napa', 'gua', 'udh', 'bingung', 'mo', 'ngapain', 'kampus', 'bejad', 'z']",Bully,Bully
"['gue', 'cape', 'nangisin', 'si', 'dago', 'yang', 'brengsek']",Bully,Bully
"['brengsek', 'ini', 'pada', 'pemabuk', 'semua', 'tai', 'mnding', 'kawa', 'kawa']",NoBully,NoBully
"['brengsek', 'ðÿðÿðÿ']",Bully,Bully
"['brengsek', 'knp', 'gue', 'yg', 'salting', 'cuma', 'ngeliat', 'jenselleðÿ']",NoBully,NoBully
['brengsek'],Bully,Bully
"['brengsek', 'ya', 'pikir', 'lah', 'mana', 'ada', 'magang', 'kkn', 'skripsi', 'at', 'the', 'same', 'time', 'dari', 'awal', 'ketebak', 'dah', 'cheat', 'sih', 'kata', 'ku']",NoBully,NoBully
"['cakep', 'bgt', 'dah', 'si', 'gemini', 'gemini', 'itu', 'today', 'weh', 'tapi', 'gmna', 'ya', 'laptop', 'gue', 'gamau', 'idup', 'brengsek', 'skripsi', 'gue', 'lebih', 'penting']",NoBully,NoBully
"['brengsek', 'ngaceng', 'ngakak', 'kenceng', 'ih', 'dodol', 'lu', 'ya', 'semua', 'ketikannya']",NoBully,NoBully
"['brengsek', 'aku', 'salah', 'ngetik', 'cuy', 'merinding', 'ðÿðÿðÿ']",NoBully,NoBully
"['anjing', 'lukh', 'menurut', 'luh', 'ganteng', 'banget', 'anjeeeengk', 'brengsek']",NoBully,NoBully
"['boston', 'brengsek', 'pake', 'ganteng', 'segala']",NoBully,NoBully
"['bukannya', 'nyamperin', 'malah', 'laporan', 'ke', 'grup', 'suruh', 'anak', 'anak', 'dateng', 'brengsek', 'ganggu', 'org', 'lg', 'sendirianðÿðÿžðÿ']",NoBully,NoBully
"['brengsek', 'bikin', 'gua', 'jd', 'jahat', 'depan', 'emak', 'gua']",NoBully,NoBully
"['brengsek', 'pengen', 'banget', 'ya', 'allah']",NoBully,NoBully
"['katanya', 'pengin', 'nyapres', 'koq', 'mulutnya', 'kayak', 'preman', 'jalanan', 'brengsek']",NoBully,NoBully
"['wkwkwkwk', 'aran', 'brengsek', 'bgt']",Bully,Bully
"['mas', 'dimas', 'brengsek', 'ganteng', 'banget']",NoBully,NoBully
"['ini', 'mah', 'jatohnya', 'gue', 'dengerin', 'mr', 'removed', 'brengsek']",NoBully,NoBully
"['yuk', 'bisa', 'yuk', 'bangun', 'tidur', 'gausa', 'ngarepin', 'cowo', 'yang', 'brengsek', 'yukyuk']",NoBully,NoBully
"['brengsek', 'inimah', 'sedihnya', 'melebihi', 'sedi', 'di', 'putusin', 'pas', 'lagi', 'sayang', 'sayangnya']",NoBully,NoBully
['brengsek'],Bully,Bully
"['luarannya', 'laki', 'jiwanya', 'boti', 'brengsek']",Bully,Bully
"['gw', 'juga', 'mau', 'ketemu', 'sama', 'nctðÿ', 'gw', 'juga', 'pengennnðÿ', 'gw', 'gak', 'pernah', 'seiri', 'dengki', 'ini', 'brengsekkðÿðÿ']",NoBully,NoBully
"['wkwkwk', 'brengsek']",NoBully,Bully
"['brengsek', 'lu', 'tiap', 'mncul', 'di', 'mentab', 'gwe', 'gprnh', 'ada', 'benernyaðÿðÿšðÿ']",Bully,Bully
"['iya', 'kaan', 'jaekyung', 'emang', 'brengsek', 'ngelebihin', 'bj', 'alex', 'ini', 'mah']",NoBully,NoBully
"['brengsek', 'wkwk', 'kyak', 'pernah', 'baca', 'tp', 'gua', 'mau', 'baca', 'lgi', 'deh']",NoBully,NoBully
['brengsek'],Bully,Bully
"['brengsek', 'betul']",NoBully,NoBully
"['cuman', 'bisa', 'nitipðÿðÿðÿââïðÿðÿââï', 'argh', 'brengsek', 'sedih', 'bgt', 'gueeeeeðÿðÿðÿââïðÿðÿââïðÿðÿââï', 'liat', 'ya', 'jaemin', 'kalo', 'aku', 'udh', 'selesai', 'kuliahnya', 'dan', 'lebih', 'deket', 'di', 'jakarta', 'tiap', 'kamu', 'konser', 'bakal', 'aku', 'samperinnnnnnðÿºðÿºðÿº']",NoBully,NoBully
"['argh', 'brengsek']",NoBully,Bully
"['emang', 'brengsek']",NoBully,Bully
"['gua', 'ganyari', 'mangsa', 'dibase', 'ya', 'brengsek', 'ðÿž']",NoBully,NoBully
"['aaaarrrgh', 'goblok', 'bngt', 'brengsek']",NoBully,NoBully
"['brengsek', 'akwowowwkkðÿðÿðÿðÿðÿðÿ']",NoBully,NoBully
['brengsekkðÿ'],Bully,Bully
"['wkwkwk', 'brengsek']",Bully,Bully
"['brengsek', 'gue', 'tertipu', 'ðÿðÿðÿðÿ']",NoBully,NoBully
"['brengsek', 'gue', 'sakit', 'hati', 'banget', 'sama', 'ini', 'orang', 'gila']",NoBully,NoBully
"['aduh', 'brengsek', 'ckep', 'bgt', 'keterlaluan']",NoBully,NoBully
"['brengsek', 'akhirnya', 'gua', 'bisa', 'pake', 'twibbon', 'org', 'setelah', 'beribu', 'purnama', 'websitenya', 'error', 'di', 'gua']",NoBully,NoBully
"['brengsek', 'si', 'tenue', 'ni', 'emg', 'ye', 'perutku', 'sakit', 'bgt', 'ketawa', 'muluðÿðÿ', 'dr', 'yg', 'cosple', 'jadi', 'kyungso', 'trs', 'jaehyun', 'jeonghan', 'yg', 'mnurutku', 'ngabrut', 'bgt', 'tambah', 'ini', 'pula', 'dah', 'lah', 'melebihi', 'idolnya', 'tp', 'salut', 'si', 'seniat', 'itu', 'observasinya', 'ðÿðÿðÿðÿðÿ']",NoBully,NoBully
"['brengsek', 'gue', 'receh', 'bgt', 'anjir', 'the', 'mad', 'thabi']",NoBully,NoBully
"['brengsek', 'gw', 'harus', 'apa', 'kl', 'dia', 'nyanyi', 'hati', 'dijalan']",NoBully,NoBully
"['wkwkwk', 'brengsek', 'gue', 'ketawa', 'bgt']",Bully,NoBully
"['brengsek', 'kabeh']",Bully,Bully
"['orgil', 'anjing', 'gk', 'jlas', 'bgt', 'brengsek']",Bully,Bully
"['kenala', 'harus', 'ada', 'penalty', 'nya', 'sih', 'brengsek', 'mnet']",NoBully,NoBully
"['brengsek', 'uji', 'cobaðÿ', 'salken', 'juga', 'ya', 'teh']",NoBully,NoBully
['brengsek'],Bully,Bully
"['oaswkoakwokaow', 'brengsek']",NoBully,NoBully
"['lo', 'emg', 'brengsek', 'ren']",Bully,Bully
"['brengsek', 'brengsek']",Bully,Bully
['brengsekkðÿ'],Bully,Bully
"['brengsek', 'gue', 'lupa', 'kalo', 'ganti', 'dn', 'bakal', 'ke', 'lock', 'terus', 'error', 'emang', 'babi', 'lu']",NoBully,NoBully
"['brengsek', 'trus', 'nasib', 'gue', 'gmnaðÿðÿðÿ']",NoBully,NoBully
['brengsek'],Bully,Bully
"['brengsek', 'lu', 'jeri', 'ðÿðÿðÿ']",NoBully,NoBully
"['brengsek', 'k', 'lali', 'digowo']",NoBully,NoBully
"['dante', 'brengsekkðÿðÿ']",Bully,Bully
"['dhhdhdgsh', 'jaemin', 'fak', 'djxbsenxubsisbsjns', 'barefaec', 'gue', 'gila', 'anjg', 'pagi', 'ujiang', 'brengsek']",NoBully,NoBully
['brengsekkðÿ'],Bully,Bully
"['hahahahahahaha', 'lucu', 'banget', 'brengsek', 'ðÿðÿ']",NoBully,NoBully
"['waiji', 'brengsek']",Bully,Bully
"['artinya', 'apah', 'pemirsah', 'yak', 'waiji', 'brengsek']",Bully,Bully
"['emang', 'brengsek', 'banget', 'sales', 'nyaaðÿðÿ']",NoBully,NoBully
"['bocah', 'jaksel', 'brengsek']",Bully,Bully
"['kodingan', 'gw', 'error', 'brengsek']",NoBully,NoBully
"['brengsek', 'rai']",Bully,Bully
"['gw', 'liat', 'post', 'gojo', 'satoru', 'jadi', 'gojo', 'separu', 'brengsek', 'gw', 'refleks', 'lempar', 'hp']",NoBully,NoBully
['brengsekkðÿðÿðÿ'],Bully,Bully
['brengsekkðÿ'],Bully,Bully
['brengsek'],Bully,Bully
"['brengsek', 'kok', 'album', 'twitter', 'gue', 'gk', 'ada']",NoBully,NoBully
['brengsek'],Bully,Bully
"['brengsek', 'gua', 'ketawa', 'beratðÿ']",NoBully,NoBully
"['wkwkwkwk', 'brengsek']",Bully,Bully
"['duit', 'gw', 'ludes', 'brengsek']",NoBully,NoBully
"['wkwkwk', 'brengsek', 'ngeri', 'pergaulan', 'jaman', 'skrgðÿðÿðÿðÿðÿ']",NoBully,NoBully
['brengsek'],Bully,Bully
"['brengsek', 'gw', 'aja', 'sering', 'nanya', 'tp', 'gw', 'kasih', 'jawabannya', 'nnti', 'apa', 'buat', 'mendukung', 'temen', 'gw']",NoBully,NoBully
['brengsek'],Bully,Bully
"['brengsek', 'wwkwkwk']",NoBully,NoBully
"['brengsek', 'gmn', 'mau', 'kurus', 'kl', 'makan', 'gula', 'terus']",NoBully,NoBully
"['ini', 'gua', 'tiap', 'ngisi', 'edom', 'mas', 'irwan', 'tapi', 'semester', 'depannya', 'ketemu', 'lagi', 'brengsek']",NoBully,NoBully
"['anjir', 'gila', 'banget', 'fweek', 'brengsek']",Bully,Bully
['brengsek'],Bully,Bully
"['brengsek', 'ketawa', 'banget', 'gue', 'ðÿðÿ']",NoBully,NoBully
"['dasar', 'lelaki', 'brengsek', 'cih', 'pakyu', 'loe', 'jay']",Bully,Bully
['brengsekkðÿ'],Bully,Bully
"['brengsek', 'plot', 'twist', 'nya', 'dia', 'nyari', 'partner', 'ngews', 'ternyataðÿðÿ', 'bangkeeeeðÿ', 'berarti', 'drtdi', 'gw', 'percuma', 'posthink', 'ternyata', 'emg', 'aura', 'nya', 'udah', 'negative', 'bener', 'brengsekkðÿ']",NoBully,NoBully
"['brengsek', 'wkwkwkwk']",NoBully,Bully
"['stop', 'violence', 'against', 'women', 'kali', 'ini', 'di', 'alami', 'oleh', 'kawan', 'sendiri', 'brengsek']",NoBully,NoBully
"['asu', 'aku', 'kepencet', 'ngeparlay', 'mu', 'brengsek', 'ayo', 'plis', 'selamatkan', 'saya']",NoBully,NoBully
['brengsekkðÿðÿ'],NoBully,Bully
"['capek', 'brengsek']",NoBully,NoBully
"['brengsek', 'lo', 'miy', 'anying']",NoBully,NoBully
['brengsekkðÿðÿ'],Bully,Bully
"['ni', 'org', 'mirip', 'billy', 'brengsek']",Bully,Bully
"['halah', 'brengsek']",NoBully,NoBully
"['gege', 'brengsek']",Bully,Bully
['brengsek'],Bully,Bully
"['anjing', 'gw', 'kena', 'spoiler', 'leaks', 'gj', 'brengsek']",NoBully,NoBully
"['musuh', 'terkuat', 'gojo', 'emang', 'bukan', 'sukuna', 'tp', 'gege', 'akutami', 'brengsek', 'ðÿðÿ']",NoBully,NoBully
['brengsek'],Bully,Bully
"['gua', 'benci', 'bgt', 'nunggu', 'brengsek']",Bully,NoBully
"['yg', 'brengsek', 'elu', 'ya', 'anjenh']",NoBully,NoBully
"['pulang', 'budek']",NoBully,NoBully
"['sal', 'enih', 'harus', 'ada', 'versi', 'spotify', 'ga', 'si', 'gue', 'siap', 'dengerin', 'sampe', 'budek']",NoBully,NoBully
"['maaf', 'cook', 'budek', 'dikit']",NoBully,NoBully
"['maaf', 'kdang', 'budek']",NoBully,NoBully
"['capek', 'banget', 'bolot', 'budek', 'pula', 'kek', 'astaga', 'malu', 'tapi', 'gimana', 'emng', 'gk', 'kedengeran', 'anj']",NoBully,NoBully
"['mau', 'midion', 'gua', 'kan', 'lu', 'apasi', 'tolong', 'w', 'budek']",NoBully,NoBully
"['argh', 'bikin', 'budek']",Bully,Bully
"['ngene', 'ki', 'enake', 'opo', 'to', 'buoos', 'mambu', 'panas', 'budek', 'hadeeeh']",NoBully,NoBully
"['iya', 'ya', 'ga', 'cocok', 'buat', 'aku', 'yg', 'budek']",NoBully,NoBully
"['pt', 'melia', 's', 'bangsat', 'anjing', 'teriaknya', 'kenceng', 'bngt', 'sampe', 'takut', 'budek']",NoBully,NoBully
"['aku', 'budek', 'untung', 'nya']",NoBully,NoBully
"['dengerin', 'lagu', 'sampe', 'budek']",NoBully,NoBully
"['otot', 'politik', 'ini', 'opo', 'pak', 'anies', 'bukannya', 'sampean', 'yg', 'sl', 'berotot', 'dan', 'berbirahi', 'politik', 'hnya', 'utk', 'berkuasa', 'dgn', 'menghalalkan', 'segala', 'cara', 'utk', 'menang', 'jg', 'pura', 'budek', 'pura', 'tuli', 'dan', 'pura', 'melihat', 'haaah']",Bully,Bully
"['krna', 'ada', 'adik', 'yg', 'kalau', 'dipanggil', 'selalu', 'budek']",Bully,Bully
"['auto', 'budek', 'yang', 'nelpon']",NoBully,NoBully
"['percaya', 'ga', 'percaya', 'tp', 'lo', 'nyuruh', 'gue', 'nanya', 'nama', 'lengkap', 'kating', 'trs', 'gue', 'tanya', 'dia', 'gamau', 'ngasi', 'tau', 'trs', 'gue', 'cuma', 'ngomong', 'pake', 'nada', 'lembut', 'mangnya', 'salah', 'gue', 'jg', 'ngomong', 'pake', 'nada', 'lembut', 'ke', 'lo', 'budek', 'itu', 'sok', 'imut', 'di', 'post', 'sblmnya', 'gue', 'ditegur', 'krn', 'kaga', 'senyum', 'anjing', 'babilh', 'salah', 'mulu']",Bully,Bully
"['aku', 'lebih', 'suka', 'hetset', 'tali', 'dari', 'pada', 'bluetooth', 'cuz', 'kalo', 'ada', 'yg', 'ajak', 'ngomong', 'mereka', 'tau', 'aku', 'lagi', 'denger', 'lagu', 'jdi', 'mereka', 'g', 'bakal', 'ajak', 'aku', 'ngomong', 'kalo', 'hetset', 'bluetooth', 'ya', 'aku', 'bakal', 'di', 'katain', 'budek', 'krn', 'di', 'panggil', 'kaga', 'nyaut', 'nyaut', 'merela', 'g', 'tau', 'aku', 'lg', 'pake', 'hetset']",NoBully,NoBully
"['jedak', 'jeduk', 'biar', 'telingan', 'kleaan', 'semua', 'budek']",NoBully,NoBully
"['temen', 'kamar', 'gue', 'budek', 'apa', 'gmn', 'seh', 'anjer', 'dh', 'dikasih', 'tau', 'berkakikaki', 'jan', 'kenceng', 'malah', 'kenceng', 'trs', 'tu', 'suara']",Bully,Bully
"['cok', 'aku', 'dadi', 'wong', 'malang', 'ae', 'isin', 'mbok', 'yo', 'ngadakno', 'acaraojo', 'sampe', 'ngrugikno', 'wongsound', 'sewajare', 'ae', 'ojo', 'koyo', 'wong', 'budek']",NoBully,NoBully
"['sound', 'kek', 'gini', 'tuh', 'biar', 'apa', 'sih', 'apa', 'ga', 'takut', 'budek', 'kasian', 'yg', 'punya', 'penyakit', 'jantung', 'tau']",NoBully,NoBully
"['bru', 'kali', 'ini', 'gue', 'puter', 'in', 'lagu', 'day', 'seluruh', 'album', 'dri', 'malem', 'smpe', 'subuh', 'dah', 'ah', 'budek', 'kuping', 'gue']",NoBully,NoBully
"['mamank', 'elep', 'nya', 'budek', 'anjg', 'diturunin', 'nya', 'mayan', 'jauh']",Bully,Bully
['budek'],Bully,Bully
['hakkotai'],NoBully,NoBully
['ãƒžããããˆç'],NoBully,NoBully
['ãƒžãããˆã'],NoBully,NoBully
['åãÿãšããï'],Bully,Bully
"['gk', 'usah', 'buta', 'lo', 'org', 'gol', 'nya', 'dri', 'sisi', 'kanan', 'mulu', 'kok', 'klo', 'gk', 'ngerti', 'bola', 'jgn', 'ikut', 'ikut', 'an', 'ngata', 'ngata', 'in', 'pemain', 'objektif', 'aja', 'dek', 'gara', 'gara', 'alonso', 'sering', 'jelek', 'pas', 'maen', 'bagus', 'pun', 'di', 'bilang', 'jelek', 'decul', 'decul']",NoBully,NoBully
['ãƒãƒããƒžèœããƒ'],NoBully,NoBully
['ã'],NoBully,NoBully
['èæƒãããããªåãÿãïÿw'],NoBully,NoBully
"['ãããƒãããƒåæãçåƒããšãœã', 'æéžããÿéšããèœããããðÿ']",NoBully,NoBully
['w'],NoBully,NoBully
['ããœããƒãƒããƒæˆäãããª'],NoBully,NoBully
['ãªãããããw'],NoBully,NoBully
"['apakah', 'aku', 'buta', 'wkwk']",NoBully,NoBully
['ãããªæããããˆ'],NoBully,NoBully
['ããƒãƒªãƒãšéã'],Bully,Bully
['ãƒããƒãƒãƒãƒéã'],Bully,Bully
['ããœãããªãããÿ'],Bully,Bully
['ããœããããããªã'],NoBully,NoBully
['ãµã'],NoBully,NoBully
['æœéãasmr'],NoBully,NoBully
['æãããªããããÿã'],NoBully,NoBully
['æïÿ'],NoBully,NoBully
['ããƒãƒžãåžããƒãƒªãƒãšéã'],NoBully,NoBully
['ãšã'],NoBully,NoBully
[''],NoBully,NoBully
['ãšãwwwwwwãƒžãããˆw'],NoBully,NoBully
['æéªçèã'],NoBully,NoBully
"['benci', 'la', 'bonggol', 'kat', 'area', 'kilang', 'ni', 'semua', 'takde', 'line', 'dahlah', 'kitonyo', 'buta', 'ðÿ']",NoBully,NoBully
['ãããÿãããããæœãããÿãåƒããæœˆæãããªãœã'],NoBully,NoBully
"['min', 'tidur', 'min', 'udah', 'mau', 'pagi', 'buta']",Bully,Bully
"['emang', 'cinta', 'buta', 'liat', 'yaya', 'kek', 'liat', 'bidadari']",NoBully,NoBully
"['ini', 'detektif', 'nya', 'gimana', 'si', 'makan', 'gaji', 'buta', 'ðÿðÿðÿ', 'yuta', 'gw', 'tim', 'nyimak', 'ðÿðÿðÿ']",Bully,Bully
['éããžããw'],NoBully,NoBully
['runway'],NoBully,NoBully
"['meltsoulflex', 'instæãïðÿž']",NoBully,NoBully
"['soulflex', 'youtubemusicãçéœèåãªãããªæåããžã']",NoBully,NoBully
"['fix', 'malam', 'ini', 'kana', 'galau', 'brutal', 'dan', 'membabi', 'butaaðÿâï']",NoBully,NoBully
"['éãçããšãœããâï', 'ãƒãƒãƒãƒãšãããããÿèœãããðÿ']",NoBully,NoBully
"['kamis', 'minggu', 'kemarin', 'udh', 'ada', 'gejala', 'gejala', 'sakit', 'yg', 'katanya', 'dampak', 'dr', 'polusi', 'jumat', 'maksain', 'masuk', 'tapi', 'akhirnya', 'ga', 'kuat', 'jd', 'plg', 'setengah', 'hari', 'eh', 'bukan', 'bedrest', 'malah', 'lanjot', 'ke', 'bandung', 'sabtu', 'pagi', 'buta', 'balik', 'malem', 'pula', 'minggunya', 'juga', 'lanjut', 'caw', 'main', 'sebenarnya', 'dah', 'drop', 'bgt']",NoBully,NoBully
"['ãªãžããããããƒžãïˆãƒžããƒãïããƒããªãƒãƒãƒifãéæ', 'çÿãé', 'ƒãããƒãããƒåæƒãããÿãããããèãéžåãååãðÿðÿðÿðÿðÿ', 'rt']",NoBully,NoBully
"['apa', 'dorang', 'ni', 'tak', 'penat', 'ke', 'pagi', 'buta', 'ðÿ']",NoBully,NoBully
['ãšãããããããããï'],NoBully,NoBully
"['semua', 'buta', 'klo', 'org', 'lg', 'jatuh', 'cinta', 'mah']",NoBully,NoBully
['ããƒéªæÿããÿã'],NoBully,NoBully
['éãœææœãèããªããããÿ'],NoBully,NoBully
['ããšãœãããããããâœ'],NoBully,NoBully
['ããšãœãããããããï'],NoBully,NoBully
['ãšãããããããããï'],NoBully,NoBully
[''],NoBully,NoBully
['ãšãããããããããï'],NoBully,NoBully
['buta'],Bully,NoBully
"['buta', 'es', 'que', 'por', 'el', 'cambio', 'que', 'le', 'hicieron', 'al', 'deliberadodesvio', 'sgy', 'es', 'offside']",NoBully,NoBully
['dryice'],NoBully,NoBully
['tokyo'],NoBully,NoBully
